idx,subject,source,split,question,correct_answer,predicted_answer,is_correct,condition,tokens_input,tokens_output,raw_response_1,raw_response_2,raw_response_3,logprob_A,logprob_B,logprob_C,logprob_D,confidence
mbe_432,nan,MBE-1978-83-part6,train,"In an action by Wheeler against Byer, Wheeler probably will recover",A,D,False,6,1116,216,"D  
Wheeler will likely recover nothing because the Singer-Byer contract explicitly forbade an assignment without Byer's written consent. Since Singer did not obtain Byer's consent before attempting to assign the contract to Wheeler, the assignment is invalid. Therefore, Wheeler has no rights under the contract and cannot hold Byer liable.","C  
Wheeler will probably recover nothing because the chairs had not been delivered to Byer. The gold passage discusses the seller's rights when a buyer wrongfully refuses to accept goods, but in this scenario, since the chairs were destroyed in transit before delivery to Byer, there is no basis for Wheeler to recover any damages. Additionally, the lack of Byer's consent to the assignment further complicates Wheeler's position.","D

Wheeler will not recover anything because the Singer-Byer contract contained a clause that prohibited assignment without the written consent of the other party. Since Singer did not obtain Byer's consent before assigning the contract to Wheeler, the assignment is invalid. Therefore, Wheeler has no rights under the contract to enforce against Byer.",,,,,0.6666666666666666
mbe_433,nan,MBE-1978-83-part6,train,"In an action by Byer against Singer for breach of contract, Byer probably will",D,B,False,6,1329,391,"D  
Byer will not succeed in an action against Singer for breach of contract because the risk of loss was on Byer. According to the gold passage, when the seller (Singer) ships goods by carrier and does not have to deliver them to a particular destination, the risk of loss passes to the buyer (Byer) once the goods are duly delivered to the carrier. Since the chairs were placed on board the carrier by Singer, the risk of loss shifted to Byer at that point, and the destruction of the chairs during transit does not constitute a breach by Singer.","B  
Byer will probably succeed in his action against Singer for breach of contract because, according to the gold passage, the risk of loss passes to the buyer when the goods are duly delivered to the carrier. In this case, Singer placed the chairs on board the carrier, which indicates that the risk of loss had passed to Byer at that point. However, since the contract specifically required written consent for assignment and Singer did not obtain Byer's consent before assigning his rights to Wheeler, Singer may still be held liable for breach of contract due to the unauthorized assignment. Thus, the destruction of the chairs while in transit does not affect Byer's ability to succeed in a breach claim against Singer.","B  
Byer will probably succeed in an action against Singer for breach of contract because the risk of loss was on Singer at the time of the chairs' destruction. According to the gold passage, if the seller is required to ship the goods by carrier and does not have to deliver them to a particular destination, the risk of loss passes to the buyer when the goods are duly delivered to the carrier. Since Singer placed the chairs on board the carrier, the risk of loss transferred to Byer only when the goods were duly delivered to the carrier. Since the chairs were destroyed while in transit, the loss occurred before Byer took delivery, meaning the risk remained with Singer at that time.",,,,,0.6666666666666666
mbe_434,nan,MBE-1978-83-part6,train,"Dutton, disappointed by his 8-year-old son's failure to do well in school, began systematically depr",B,C,False,6,1638,360,"C  
The father's treatment of his son demonstrated a reckless indifference to the value of life, as he systematically deprived the child of food, leading to serious illness and ultimately death. The relevant legal principle suggests that but-for causation applies here; had the father not engaged in this neglectful behavior, the child would not have suffered from malnutrition, which is a necessary factor in the outcome. The father's belief in his parental rights does not absolve him of responsibility for his actions that resulted in the child's suffering and death, indicating malice aforethought.","C  
The father's treatment of his son demonstrated a reckless indifference to the value of life, as he systematically deprived the child of food, leading to severe malnutrition and ultimately death. The fact that the child had an untreatable form of cancer does not absolve the father of responsibility for his actions that directly contributed to the child's suffering and death. Under the legal definition of murder, which includes ""unlawful killing of a human being with malice aforethought,"" the father's actions reflect a disregard for the child's well-being, aligning with the criteria for conviction.","C  
The father should be convicted because his treatment of his son showed a reckless indifference to the value of life. The gold passage discusses but-for causation, which emphasizes that a particular factor must be necessary to produce a result, regardless of its contribution to the outcome. In this case, Dutton's systematic deprivation of food was a necessary factor that led to serious illness and suffering for the child, demonstrating a disregard for the child's wellbeing. Even though the child had an untreatable form of cancer, the father's actions directly contributed to the child's suffering and eventual death, highlighting a reckless indifference to the child's life. Thus, option C is the most appropriate answer.",,,,,1.0
mbe_435,nan,MBE-1978-83-part6,train,"Vance had cheated Dodd in a card game. Angered, Dodd set out for Vance's house with the intention of",C,C,True,6,978,249,"C  
According to the gold passage, an attempt requires both an intent to engage in criminal conduct and conduct that constitutes a substantial step toward that conduct. Dodd had the intent to commit a crime (shooting Vance) and was on the verge of entering Vance's property, which indicates he was taking a substantial step toward committing the crime of violence. Therefore, he should be found guilty of attempting to violate the statute.","C  
According to the gold passage, an attempt requires both an intent to engage in criminal conduct and conduct that constitutes a substantial step toward committing the substantive offense. Dodd had the intent to commit a violent crime (shooting Vance), and his act of going to Vance's property with a revolver constitutes a substantial step toward that offense. Therefore, he should be found guilty of attempting to violate the statute.","C  
Dodd should be found guilty because he had both the intent to commit a crime of violence (the intention to shoot Vance) and he engaged in conduct that constituted a substantial step toward that offense by proceeding to Vance's property with a revolver. The passage indicates that an attempt requires both intent and conduct that strongly corroborates that intent, which Dodd demonstrated by his actions.",,,,,1.0
mbe_436,nan,MBE-1978-83-part6,train,Congress enacted a statute providing that persons may challenge a state energy law on the ground tha,B,B,True,6,1269,253,"B  
The provisions of the statute that authorize direct United States Supreme Court review of specified decisions rendered by lower state courts are constitutional because Congress has the authority to establish the manner by which the appellate jurisdiction of the United States Supreme Court is exercised. The passage indicates that the judicial power of the United States is dependent on the action of Congress, thereby supporting the idea that Congress can dictate the appellate process, including direct review of certain state court decisions.","B  
The provisions of the statute that authorize direct United States Supreme Court review of specified decisions rendered by lower state courts are constitutional because Congress has the authority to establish the manner in which the appellate jurisdiction of the United States Supreme Court is exercised. The passage emphasizes Congress's control over federal jurisdiction and its role in defining the scope of judicial power, which supports the constitutionality of such provisions.","B  
The provisions of the statute that authorize direct United States Supreme Court review of specified decisions rendered by lower state courts are constitutional because Congress may establish the manner by which the appellate jurisdiction of the United States Supreme Court is exercised. The gold passage indicates that the judicial power of the United States, including the Supreme Court's jurisdiction, is dependent on Congress's actions, which implies that Congress has authority to determine how this jurisdiction is structured and exercised.",,,,,1.0
mbe_437,nan,MBE-1978-83-part6,train,"After several days of negotiations, Ohner wrote to Plummer: ""Will pay you $3,000 if you will install",D,C,False,6,1377,423,"C  
A contract was formed on April 5 when Plummer began work. According to the legal principle, an acceptance of an offer can occur through conduct that demonstrates intent to accept the terms of the offer. Plummer initially rejected the offer of $3,000 when he countered with $3,500. However, when he later indicated that he would perform the work for $3,000 and began the work without receiving a response from Ohner, this conduct manifested an intent to accept the terms of the original offer. Therefore, the contract was formed when Plummer began the work on April 5.","C  
A contract was formed on April 5 when Plummer began work. According to the legal principle, acceptance of an offer can occur through conduct that manifests an intent to accept, which in this case is Plummer beginning the work. Although Plummer initially made a counteroffer by stating he would not do the work for less than $3,500, he later communicated that he would do the work for $3,000 and indicated he would proceed unless he heard otherwise. Ohner's silence and failure to object after receiving the letter on March 22 can be interpreted as acceptance of the offer, but the contract is effectively formed when Plummer begins the work on April 5, demonstrating his intent to accept Ohner's original offer with the","D  
There was no contract between the parties as of April 5. According to the gold passage, a contract is formed when an offer is made and accepted. In this scenario, Plummer initially rejected Ohner's offer by stating he would not do the work for less than $3,500. Even though Plummer later indicated he would do the work for $3,000, this was not an acceptance of Ohner's original offer but rather a counteroffer, which Ohner did not accept. Additionally, Ohner's silence in response to Plummer's letter does not constitute acceptance under the Restatement (Second), Contracts § 69, which states that acceptance requires some affirmative indication of intent to accept the offer. Therefore, as of",,,,,0.6666666666666666
mbe_438,nan,MBE-1978-83-part6,train,"For this question only, assume that Ohner was unable to obtain the loan, and, on January 31, phoned ",A,A,True,6,1230,269,"A  
Ohner will be successful in asserting as a defense his inability to obtain a loan because obtaining the loan was a condition precedent to the existence of an enforceable contract. According to the gold passage, a ""condition precedent"" is an event that must occur before a contract becomes effective. Since Ohner was unable to obtain the loan by the specified date, the contract did not become enforceable, allowing him to lawfully terminate the agreement.","A  
Owner's inability to obtain a loan was a condition precedent to the existence of an enforceable contract. Since the agreement stated that the written contract would be null and void unless Ohner obtained the loan by January 31, and he did not obtain it, the contract never became effective. Therefore, Ohner will be successful in asserting his inability to obtain a loan as a defense against the breach of contract claim.","A  
Ohner will be successful in asserting his inability to obtain a loan as a defense because obtaining the loan was a condition precedent to the existence of an enforceable contract. According to the gold passage, a ""condition precedent"" is an event that must occur before a contract becomes effective or before one party is obligated to perform. Since Ohner was unable to obtain the loan by the specified date, the contract never became effective, and thus he is not liable for breach.",,,,,1.0
mbe_439,nan,MBE-1978-83-part6,train,"For this question only, assume that Ohner obtained the loan, that Artisan completed the remodeling o",D,D,True,6,2901,323,"D  
No, because on May 3, Artisan and Ohner effectively modified their written contract, thereby depriving Neese of whatever rights she may have had under that contract. The gold passage explains that a contract can be modified through the parties' mutual intent and their course of dealing. Since Artisan requested Ohner to pay him the $5,000 directly, this indicates a modification of the original agreement, which was to pay Neese. Therefore, Neese would not have a claim to the payment as the original terms have been altered by the actions of the parties involved.","D  
No, because on May 3, Artisan and Ohner effectively modified their written contract, thereby depriving Neese of whatever rights she may have had under that contract. The passage indicates that a contract can be modified through the parties' mutual intent and course of dealing. Since Ohner paid Artisan instead of Neese, it demonstrates that the original agreement was altered by their actions, thus affecting any rights Neese might have had as an intended beneficiary.","D  
No, because on May 3, Artisan and Ohner effectively modified their written contract, thereby depriving Neese of whatever rights she may have had under that contract. The gold passage indicates that a contract can be modified based on the mutual intent of the parties, and that an oral modification can be enforceable when the parties engage in a course of conduct consistent with that modification. Since Ohner paid Artisan instead of Neese, this action reflects a mutual intent to modify the payment terms of the original contract, effectively nullifying Neese's rights as a beneficiary.",,,,,1.0
mbe_440,nan,MBE-1978-83-part6,train,Dryden is tried on a charge of driving while intoxicated. When Dryden was booked at the police stati,B,B,True,6,1095,324,"B  
Yes, because its value is not substantially outweighed by unfair prejudice. The videotape showing Dryden's unsteady behavior, abusive language, and slurred speech has probative value as it tends to establish his intoxication at the time of the incident. The passage indicates that evidence should be admitted if its probative value outweighs any potential for unfair prejudice, which in this case, the relevance of the tape to proving intoxication supports its admission.","B  
The court should admit the videotape in evidence because it has probative value in establishing Dryden's state of intoxication at the time of the offense. The passage indicates that evidence is admissible if it tends to establish a legally necessary proposition in the case, and the videotape serves this purpose by showing observable symptoms of intoxication. Furthermore, unless the prejudicial effect of the evidence substantially outweighs its probative value, it should be admitted. In this instance, the evidence is directly relevant to the charge of driving while intoxicated and does not seem to create substantial unfair prejudice against the defendant that would outweigh its value.","B  
Yes, because its value is not substantially outweighed by unfair prejudice. The videotape has probative value as it shows Dryden's condition at the time of booking, which can establish the material proposition of whether he was driving while intoxicated. The passage indicates that evidence is admissible if it has a tendency to establish a necessary proposition in the case and is not outweighed by unfair prejudice. Since the tape directly relates to Dryden's state during the incident, it should be admitted for the jury's consideration.",,,,,1.0
mbe_441,nan,MBE-1978-83-part6,train,"Talbot and Rogers, as lessees, signed a valid lease for a house. Lane, the landlord, duly executed t",C,B,False,6,1560,243,"B

Talbot will prevail because the lease provision explicitly prohibits assignment. The relevant legal principle states that contracts are freely assignable in the absence of clear language prohibiting assignment. In this case, the lease contains a clear prohibition against any assignment, subletting, or transfer of rights without the landlord's written consent. Since Rogers did not obtain the necessary consent from Lane for Andrews to move in, the assignment is deemed prohibited, making Talbot's position valid.","B  
Talbot will prevail, because the lease provision explicitly prohibits assignment. According to the gold passage, contracts are freely assignable unless there is clear language prohibiting assignment, which is the case here. The lease clearly states that any assignment without the landlord's express written consent is ""strictly prohibited, null, and void."" Therefore, Rogers does not have the right to assign any part of the lease to Andrews without Lane's consent.","B  
Talbot will prevail, because the lease provision explicitly prohibits assignment without the express written consent of the landlord, and this provision is enforceable under New York law. Since Rogers did not obtain Lane's written consent to allow Andrews to move in, the assignment is null and void according to the lease terms.",,,,,1.0
mbe_442,nan,MBE-1978-83-part6,train,"If Jones sues Abstract Company for damages caused to Jones by the presence of the right-of-way, the ",A,C,False,6,1590,348,"C  
Abstract Company is likely to prevail because it had no knowledge of the existence of the right-of-way and was not aware of any encumbrance that would affect the title. Additionally, under the legal principle that a third-party beneficiary can only assert claims arising from its status, Jones does not have a claim against Abstract Company based solely on the abstract's omission, especially since all parties lacked actual knowledge of the right-of-way at the time of the transaction. Therefore, the lack of awareness and the absence of any wrongdoing or fraud on the part of Abstract Company lead to a decision in favor of Abstract Company.","C  
Abstract Company is likely to prevail in this case because it had no knowledge of the existence of the right-of-way, which is crucial in determining liability. Jones cannot establish that Abstract Company was negligent or acted improperly in preparing the abstract since the company did not know about the right-of-way. Additionally, while Jones may be a third-party beneficiary of the contract between Sloan and Abstract Company, the passage indicates that a third-party beneficiary's claims must arise from their status as a beneficiary, which does not necessarily confer a guarantee of title or liability for omissions in the abstract. Hence, without evidence of wrongdoing or knowledge, Abstract Company is not liable to Jones.","C  
Abstract Company is likely to prevail because it had no actual knowledge of the right-of-way and provided the abstract in good faith. The gold passage emphasizes that a third-party beneficiary can only assert claims based on their status as a beneficiary. Since Jones is not a direct party to the contract between Sloan and Abstract Company, he lacks a direct claim against Abstract Company. Furthermore, the absence of knowledge of the right-of-way by Abstract Company means they did not commit any wrongdoing.",,,,,1.0
mbe_443,nan,MBE-1978-83-part6,train,"If Jones sues Sloan because of the presence of the right-of-way, the most likely result will be a de",B,B,True,6,1890,299,"B  
Jones is likely to prevail because the covenants in Sloan's deed to Jones have been breached. The deed included covenants of general warranty and against encumbrances, which imply that Sloan guarantees a clear title free of defects, including easements such as the right-of-way. Since the right-of-way deed was not disclosed and affects the title, this constitutes a breach of the covenants made by Sloan. The fact that neither Sloan nor Jones had knowledge of the right-of-way does not absolve Sloan from liability under the covenants in the deed.","B  
Jones is likely to prevail because the covenants in Sloan's deed to Jones have been breached. The deed included covenants of general warranty and against encumbrances, which imply that the title conveyed is free of any defects or encumbrances. The existence of the right-of-way constitutes an encumbrance, and since neither Sloan nor Jones was aware of it, Sloan has breached the covenants by conveying an encumbered title.","B  
Jones is likely to prevail because the covenants in Sloan's deed to Jones have been breached. The deed included covenants of general warranty and against encumbrances, which would protect Jones against any defects in title. The existence of the right-of-way constitutes an encumbrance that was not disclosed, and since neither Sloan nor Jones had knowledge of it, this suggests that Sloan breached the covenant against encumbrances. Thus, Jones has a valid claim against Sloan for this breach.",,,,,1.0
mbe_444,nan,MBE-1978-83-part6,train,"Congress enacts a criminal statute prohibiting ""any person from interfering in any way with any righ",A,D,False,6,972,348,"D  
The application of the statute to Jones would be most clearly constitutional if he coerces the federal official in charge of distributing certain federal benefits from distributing them to Black pupils, solely because of their race. This is because the distribution of federal benefits directly relates to the enforcement of rights granted under the Fourteenth Amendment, particularly in relation to equal protection. The government has a strong interest in preventing discrimination in the distribution of federal benefits, which aligns with the protections offered by the Equal Protection Clause. The other options involve private actions that do not engage the same governmental interest in enforcing equal rights under the law.","D  
The statute prohibits interference with rights conferred by the equal protection clause of the Fourteenth Amendment. In this case, the federal official is a public actor distributing federal benefits, which would likely invoke the protections under the equal protection clause. Jones' coercive threats to prevent the distribution of benefits to Black pupils clearly interferes with their right to equal protection under the law. The other options involve private actions or entities that do not directly engage with the state or federal benefits, making option D the most constitutional application of the statute.","D  
The application of the statute to Jones would be most clearly constitutional in this scenario because the distribution of federal benefits to students is a function that involves governmental action, which is directly tied to the enforcement of rights conferred by the equal protection clause. In this case, the federal official is involved in a public function, making the interference with the rights of Black pupils more directly related to state action than the other options, which involve private actions or entities. The equal protection clause aims to prevent discrimination based on race, and the threats of violence by Jones in this context would constitute a clear interference with those rights.",,,,,1.0
mbe_445,nan,MBE-1978-83-part6,train,"If Innes asserts a claim against Paint Company, the most likely result is that she will",A,C,False,6,1512,272,"C  
Innes will not recover against Paint Company unless she can demonstrate that Paint Company was negligent. The gold passage defines an invitee but does not provide an exception that would allow recovery simply based on her status as an invitee. Additionally, the passage does not indicate that Paint Company had any involvement in the actual use or handling of the glue that led to Innes's injury, so without proving negligence on the part of Paint Company, her claim is unlikely to succeed.","C  
Innes will likely not recover against Paint Company unless she can demonstrate that Paint Company was negligent. The passage does not indicate any liability of Paint Company simply because Innes was injured; her ability to recover would depend on establishing negligence, which is not supported by the facts provided. The label on the glue warns about its dangers, and the fact that it was sealed implies that the product was packaged appropriately. Therefore, recovery is contingent upon proving negligence, which is indicated in option C.","C  
Innes will not recover against Paint Company unless she can establish that Paint Company was negligent. The fact that she was affected by fumes from a product sold by Paint Company does not automatically impose liability; negligence must be proven. The gold passage does not indicate any liability based on the invitee status or sealed package alone; therefore, Innes's claim hinges on demonstrating negligence by Paint Company.",,,,,1.0
mbe_446,nan,MBE-1978-83-part6,train,"If Innes asserts a claim against Glass, the most likely result is that she will",D,B,False,6,2259,347,"B  
Innes is likely to recover because the employees of Glass caused the fumes to enter her office area, which resulted in her permanent blindness. Under the doctrine of respondeat superior, Glass can be held responsible for the negligent actions of its employees that occurred while they were acting within the scope of their employment. The remodeling and use of the glue in a manner that created harmful fumes was part of their work duties, and the proximity of the air conditioning unit allowed those fumes to travel into Innes' area, leading to her injury. Thus, Glass's employees' actions directly contributed to Innes's harm, making it likely that she can recover damages.","B  
Innes will most likely recover because the employees of Glass caused the fumes to enter her area of the building through their actions while performing work that was within the scope of their employment. Even though the employees did not know about the common ductwork, they were still negligent in their use of the glue, which is a product that can cause harm. The doctrine of respondeat superior holds the employer liable for the negligent acts of employees carried out in the course of their employment, which supports Innes' claim against Glass.","B  
Innes is likely to recover against Glass because the employees of Glass caused the toxic fumes from the glue to enter her office area. Under the doctrine of respondeat superior, an employer can be held liable for the negligent actions of its employees that are performed within the scope of their employment. Since the employees were working on remodeling the store, their actions of turning on the air conditioning and inadvertently causing the harmful fumes to travel to Innes' office fall within their employment duties. Thus, Glass could be held responsible for the resulting harm to Innes.",,,,,1.0
mbe_447,nan,MBE-1978-83-part6,train,In an action by Esther against Miller on account of the executor's repudiation of Gray's promise to ,C,B,False,6,1122,306,"B  
Gray's death terminated the agreement. The promise made by Gray to pay for Esther's tuition, room, and board was part of a unilateral contract that became enforceable once Esther began law school, but Gray's death effectively ended the obligation, as there is no indication that the promise was intended to survive his death. Since Gray's promise was not supported by consideration from Esther, and given that gratuitous promises are not enforceable, Miller's strongest defense would be that Gray's death terminated the agreement.","(A) 

Miller's strongest defense would be that the parties did not manifestly intend a contract. The memorandum from Gray to Esther appears to be a unilateral promise that may not constitute a binding contract, especially considering that Esther's uncle's statement about paying her expenses does not create a legal obligation on his part. Since Gray's promise to pay for tuition, room, and board is a gratuitous promise without consideration from Esther, it may not be enforceable as a contract. Therefore, the lack of intent to create a legally binding contract would be Miller's strongest defense.","B  
Gray's death terminated the agreement. While there may have been a promise made by Gray to pay Esther's expenses, the nature of that promise as a gratuitous promise means it lacks enforceability without consideration. Since Gray is deceased, any expectation of performance from him, including the promise to pay for future tuition, room, and board, is no longer valid or enforceable, thereby providing Miller with a strong defense against Esther's claim.",,,,,0.6666666666666666
mbe_448,nan,MBE-1978-83-part6,train,"In an action against Gray's estate for $2,000 on account of the two ""A's,"" if the only defense raise",B,B,True,6,2232,352,"B  
Esther will probably succeed on a theory of bargained-for exchange for her father's promise. The legal principle established in the gold passage indicates that a performance or return promise is considered bargained for if it is sought by the promisor in exchange for their promise. Gray's promise to pay Esther $1,000 for each ""A"" she earns in law school can be seen as an inducement for her to perform well academically. Therefore, her achievement of receiving two ""A's"" constitutes consideration that supports her claim for the promised bonuses, as it was given in exchange for Gray's promise.","B

Esther will probably succeed on a theory of bargained-for exchange for her father's promise. The gold passage emphasizes that a performance or return promise is considered bargained-for if it is sought by the promisor in exchange for their promise. In this case, Gray's promise to pay Esther for her ""A's"" in law school can be seen as an inducement for her to perform well academically. Therefore, Esther's obtaining ""A's"" in law school serves as consideration that supports her father's promise, fulfilling the bargained-for exchange principle.","B  
Esther will likely succeed on a theory of bargained-for exchange for her father's promise. The principle of a bargained-for exchange indicates that a performance or return promise is considered bargained for if it is sought by the promisor in exchange for his promise and given by the promisee in exchange for that promise. In this case, Gray's promise to pay for Esther's expenses and provide bonuses was likely made in exchange for her attending law school and obtaining good grades. Thus, the consideration exists, making her claim for the $2,000 for her two ""A's"" valid.",,,,,1.0
mbe_449,nan,MBE-1978-83-part6,train,"In Polk's negligence action against Dell arising out of a multiple-car collision, Witt testified for",C,A,False,6,1344,304,"(C) admissible for impeachment and as substantive evidence

The passage indicates that evidence can serve dual purposes; it can both impeach a witness's credibility and provide substantive proof relevant to the case. In this scenario, Dell's inquiry into Witt's prior statement about the traffic light being yellow serves both to discredit her current testimony and to present a conflicting narrative regarding the circumstances of the collision. Therefore, the court should rule that the inquiry is admissible for both impeachment and as substantive evidence.","(A) admissible for impeachment only

The passage explains that impeachment evidence is designed to discredit a witness and reduce the effectiveness of their testimony. In this case, Dell's inquiry about Witt's prior statement in a separate deposition, which is inconsistent with her current testimony, serves to undermine her credibility as a witness. However, the passage does not suggest that prior inconsistent statements can be used as substantive evidence. Therefore, the court should rule the inquiry admissible for impeachment purposes only.","(A) admissible for impeachment only

The passage explains that impeachment evidence is used to discredit a witness and reduce the effectiveness of their testimony. In this case, Dell is attempting to question Witt about her prior inconsistent statement made during a deposition in a separate action. Although this statement could potentially discredit Witt's current testimony, it does not serve as substantive evidence in the current case, as it does not address the truth of the matter being litigated (whether Dell ran a red light). Therefore, the inquiry is admissible for impeachment purposes only.",,,,,0.6666666666666666
mbe_450,nan,MBE-1978-83-part6,train,"In 1965 Hubert Green executed his will which in pertinent part provided, ""I hereby give, devise, and",D,B,False,6,1797,436,"B

The Gold Passage indicates that the rule against perpetuities voids contingent remainders or executory interests that may vest beyond a life or lives in being at the effective date of the instrument, plus 21 years and 10 months. In Hubert Green's will, the remainder is contingent upon the children living to attain the age of 30. Since Allan and Beth were alive at the time of the will and would potentially take the remainder, their gift is valid. However, the substitutionary gift to the grandchildren (Carter and any children of Allan or Beth) could be voided because if either Allan or Beth were to die before reaching 30, it's possible that their children could be born after the execution of the will, which","B  
The rule against perpetuities voids any contingent remainder or executory interest that may vest beyond the lives in being at the time of the will's execution plus 21 years and 10 months. In this case, the remainder to Green's children (Allan and Beth) is valid because they were alive at the time the will was executed. However, the substitutionary gift to grandchildren (which includes Carter, who was born after the will was created) is void because it could potentially vest beyond the allowed period, as Green could have had children with a future spouse that were not yet born at the time of the will. Thus, the correct answer is B.","B

The gold passage explains that the rule against perpetuities voids any contingent remainder or executory interest that may vest beyond a life or lives in being at the time the will is executed, plus 21 years and 10 months. In this case, at the time Hubert Green executed his will, his children Allan and Beth were alive, and the contingent remainder they have is valid. However, the potential substitutionary gift to grandchildren (Carter's potential children) is problematic because it is possible that Hubert could have married someone who was unborn when he executed the will, thereby extending the vesting period beyond the allowable time frame under the rule against perpetuities. Therefore, the remainder to the children is valid, but the substitutionary gift",,,,,1.0
mbe_451,nan,MBE-1978-83-part6,train,Siddon worked as a private duty nurse and on occasion worked in Doctors' Hospital. The hospital call,D,D,True,6,1173,277,"D  
Siddon will not recover if the hospital reasonably believed that she took the narcotics. The gold passage indicates that a conditional privilege to utter a defamatory statement can be maintained if the speaker has reasonable grounds to believe the statement is true. In this case, if Doctors' Hospital had a reasonable belief regarding the disappearance of narcotics during Siddon's shifts, their statement would likely fall under this conditional privilege, thus protecting them from a defamation claim.","D  
Siddon will not recover if the hospital reasonably believed that Siddon took the narcotics. The gold passage indicates that a conditional privilege to make a defamatory statement may be lost if the speaker does not believe the statement is true or lacks reasonable grounds to believe it is true. If Doctors' Hospital had reasonable grounds to believe that Siddon was responsible for the disappearance of narcotics, they are protected by this privilege, making it unlikely for Siddon to succeed in her defamation claim.","D  
Siddon will not recover if the hospital reasonably believed that Siddon took the narcotics. The gold passage explains that a conditional privilege to make a defamatory statement exists as long as the speaker has reasonable grounds to believe the statement is true. If Doctors' Hospital had a reasonable belief regarding Siddon's involvement in the disappearance of narcotics, then their statement would likely fall under this privilege, protecting them from liability for defamation.",,,,,1.0
mbe_453,nan,MBE-1985-part7,train,"Cycle Company manufactured a bicycle that it sold to Bike Shop, a retail bicycle dealer, which in tu",B,A,False,6,1281,279,"A  
Pérez will prevail because Cycle Company placed a defective bicycle into the stream of commerce. The passage establishes that for a strict liability manufacturing defect claim, the product must be defective and unreasonably dangerous, and the defect must have existed when the product left the defendant's control. Since the brake failure resulted from a manufacturing defect, Cycle Company can be held liable regardless of whether Pérez was the purchaser of the bicycle.","A  
Pérez will prevail because Cycle Company placed a defective bicycle into the stream of commerce. In a strict liability claim for a manufacturing defect, it is sufficient that the product was defective and unreasonably dangerous at the time it left the defendant's control, and that this defect caused the plaintiff's injuries. Since the brake failure is established as a manufacturing defect and caused Pérez's injuries, he has a valid claim against Cycle Company.","A  
Pérez will prevail because Cycle Company placed a defective bicycle into the stream of commerce. According to the gold passage, the elements for a strict-liability manufacturing defect claim include that the product is defective and unreasonably dangerous, the defect existed at the time the product left the defendant's control, and the defect is the proximate cause of the plaintiff's injuries. The failure of the brake due to a manufacturing defect satisfies these elements, allowing Pérez to assert a successful claim against Cycle Company despite not being the purchaser of the bicycle.",,,,,1.0
mbe_454,nan,MBE-1985-part7,train,A federal statute sets up a program of dental education. The statute provides that the Secretary of ,D,D,True,6,1623,332,"D  
The President may not unilaterally suspend the effect of a valid federal statute imposing a duty to spend appropriated monies. The statute clearly requires the Secretary of Health and Human Services to ""shall, on a current basis, spend all of the money appropriated for this purpose."" Since Congress has appropriated $100 million specifically for the dental education program, the Secretary is obligated to distribute this full amount. The President's executive order to cut expenditures does not have the authority to override or diminish this statutory requirement.","D  
The President may not unilaterally suspend the effect of a valid federal statute imposing a duty to spend appropriated monies. In this case, the federal statute explicitly requires the Secretary of Health and Human Services to spend all appropriated funds for the dental education program. The President's executive order to cut the program's funding by 50 percent directly contradicts this statutory obligation, thus the Secretary must distribute the full $100 million as mandated by the statute. The passage indicates that no express constitutional language grants the President the power to override such a duty, reinforcing that the Secretary must follow the law as it is written.","D  
The President may not unilaterally suspend the effect of a valid federal statute imposing a duty to spend appropriated monies. The statute clearly states that the Secretary of Health and Human Services ""shall, on a current basis, spend all of the money appropriated for this purpose."" This language indicates a mandatory duty that cannot be overridden by an executive order from the President, regardless of his belief about the program's importance. Therefore, the Secretary must distribute the full $100 million as appropriated by Congress.",,,,,1.0
mbe_455,nan,MBE-1985-part7,train,"Powers sued Debbs for battery. At trial, Powers' witness Wilson testified that Debbs had made an unp",A,C,False,6,1050,221,"C  
The question is improper because the impeachment involved a specific instance of misconduct. Generally, specific instances of misconduct are not admissible for the purpose of attacking a witness's credibility unless they have resulted in a conviction. The passage does not provide a basis for allowing such questioning based solely on untruthfulness without a conviction.","(C) improper, because the impeachment involved a specific instance of misconduct

The question asked by Debbs regarding Wilson's past insurance claim is considered improper because it seeks to impeach Wilson based on a specific instance of misconduct rather than a general character trait related to untruthfulness. The legal principle suggests that specific instances of misconduct are not typically admissible for the purpose of impeachment unless they have resulted in a conviction, as they do not provide a reliable measure of a witness's credibility.","C  
The question is improper because it involves impeachment through a specific instance of misconduct rather than a general character trait of untruthfulness or a conviction. The rules generally allow for impeachment by prior convictions, but specific instances of misconduct that did not result in a conviction are typically not admissible for impeachment purposes.",,,,,1.0
